,Sampling Time,Direction
81,2024-02-25 16:00:21,Straight
82,2024-02-25 16:00:22,Left
83,2024-02-25 16:00:22,Left
84,2024-02-25 16:00:22,Right
85,2024-02-25 16:00:23,Left
86,2024-02-25 16:00:23,Left
87,2024-02-25 16:00:23,Left
88,2024-02-25 16:00:24,Left
89,2024-02-25 16:00:24,Straight
90,2024-02-25 16:00:24,Straight
91,2024-02-25 16:00:25,Straight
92,2024-02-25 16:00:25,Straight
93,2024-02-25 16:00:25,Left
94,2024-02-25 16:00:26,Straight
95,2024-02-25 16:00:26,Straight
96,2024-02-25 16:00:26,Left
97,2024-02-25 16:00:27,Left
98,2024-02-25 16:00:27,Left
99,2024-02-25 16:00:27,Left
100,2024-02-25 16:00:28,Left
101,2024-02-25 16:00:28,Left
102,2024-02-25 16:00:28,Left
103,2024-02-25 16:00:29,Left
104,2024-02-25 16:00:29,Left
105,2024-02-25 16:00:29,Straight
106,2024-02-25 16:00:30,Left
107,2024-02-25 16:00:30,Left
108,2024-02-25 16:00:30,Left
109,2024-02-25 16:00:31,Left
110,2024-02-25 16:00:31,Left
111,2024-02-25 16:00:31,Left
112,2024-02-25 16:00:32,Left
113,2024-02-25 16:00:32,Left
114,2024-02-25 16:00:32,Left
115,2024-02-25 16:00:33,Left
116,2024-02-25 16:00:33,Left
117,2024-02-25 16:00:33,Left
118,2024-02-25 16:00:34,Left
119,2024-02-25 16:00:34,Left
120,2024-02-25 16:00:34,Left
121,2024-02-25 16:00:35,Straight
122,2024-02-25 16:00:35,Left
123,2024-02-25 16:00:35,Left
124,2024-02-25 16:00:36,Left
125,2024-02-25 16:00:36,Left
126,2024-02-25 16:00:36,Left
127,2024-02-25 16:00:37,Left
128,2024-02-25 16:00:37,Left
129,2024-02-25 16:00:37,Left
130,2024-02-25 16:00:38,Left
131,2024-02-25 16:00:38,Left
132,2024-02-25 16:00:38,Left
133,2024-02-25 16:00:39,Left
134,2024-02-25 16:00:39,Left
135,2024-02-25 16:00:39,Left
136,2024-02-25 16:00:40,Left
137,2024-02-25 16:00:40,Left
138,2024-02-25 16:00:40,Left
139,2024-02-25 16:00:41,Left
140,2024-02-25 16:00:41,Left
141,2024-02-25 16:00:41,Left
142,2024-02-25 16:00:42,Left
143,2024-02-25 16:00:42,Left
144,2024-02-25 16:00:42,Left
145,2024-02-25 16:00:43,Left
146,2024-02-25 16:00:43,Left
147,2024-02-25 16:00:43,Left
148,2024-02-25 16:00:44,Left
149,2024-02-25 16:00:44,Left
150,2024-02-25 16:00:44,Straight
151,2024-02-25 16:00:45,Left
152,2024-02-25 16:00:45,Left
153,2024-02-25 16:00:45,Left
154,2024-02-25 16:00:46,Left
155,2024-02-25 16:00:46,Left
156,2024-02-25 16:00:46,Straight
157,2024-02-25 16:00:47,Straight
158,2024-02-25 16:00:47,Straight
159,2024-02-25 16:00:47,Straight
160,2024-02-25 16:00:48,Straight
161,2024-02-25 16:00:48,Straight
162,2024-02-25 16:00:48,Left
163,2024-02-25 16:00:49,Left
164,2024-02-25 16:00:49,Straight
165,2024-02-25 16:00:49,Left
166,2024-02-25 16:00:50,Left
167,2024-02-25 16:00:50,Left
168,2024-02-25 16:00:50,Left
169,2024-02-25 16:00:51,Left
170,2024-02-25 16:00:51,Left
171,2024-02-25 16:00:51,Left
172,2024-02-25 16:00:52,Left
173,2024-02-25 16:00:52,Left
174,2024-02-25 16:00:52,Left
175,2024-02-25 16:00:53,Left
176,2024-02-25 16:00:53,Left
177,2024-02-25 16:00:53,Left
178,2024-02-25 16:00:54,Left
179,2024-02-25 16:00:54,Left
180,2024-02-25 16:00:54,Right
181,2024-02-25 16:00:55,Left
182,2024-02-25 16:00:55,Left
183,2024-02-25 16:00:55,Left
184,2024-02-25 16:00:56,Left
185,2024-02-25 16:00:56,Left
186,2024-02-25 16:00:56,Left
187,2024-02-25 16:00:57,Left
188,2024-02-25 16:00:57,Left
189,2024-02-25 16:00:57,Straight
190,2024-02-25 16:00:58,Straight
191,2024-02-25 16:00:58,Left
192,2024-02-25 16:00:58,Left
193,2024-02-25 16:00:59,Left
194,2024-02-25 16:00:59,Left
195,2024-02-25 16:00:59,Straight
196,2024-02-25 16:01:00,Straight
197,2024-02-25 16:01:00,Left
198,2024-02-25 16:01:00,Left
199,2024-02-25 16:01:01,Left
200,2024-02-25 16:01:01,Left
201,2024-02-25 16:01:01,Left
202,2024-02-25 16:01:02,Left
203,2024-02-25 16:01:02,Left
204,2024-02-25 16:01:02,Left
205,2024-02-25 16:01:03,Left
206,2024-02-25 16:01:03,Left
207,2024-02-25 16:01:03,Straight
208,2024-02-25 16:01:04,Straight
209,2024-02-25 16:01:04,Left
210,2024-02-25 16:01:04,Left
211,2024-02-25 16:01:05,Left
212,2024-02-25 16:01:05,Left
213,2024-02-25 16:01:05,Left
214,2024-02-25 16:01:06,Left
215,2024-02-25 16:01:06,Left
216,2024-02-25 16:01:06,Left
217,2024-02-25 16:01:07,Straight
218,2024-02-25 16:01:07,Left
219,2024-02-25 16:01:07,Left
220,2024-02-25 16:01:08,Left
221,2024-02-25 16:01:08,Left
222,2024-02-25 16:01:08,Left
223,2024-02-25 16:01:09,Left
224,2024-02-25 16:01:09,Left
225,2024-02-25 16:01:09,Left
226,2024-02-25 16:01:10,Left
227,2024-02-25 16:01:10,Left
228,2024-02-25 16:01:10,Straight
229,2024-02-25 16:01:11,Straight
230,2024-02-25 16:01:11,Left
231,2024-02-25 16:01:11,Left
232,2024-02-25 16:01:12,Left
233,2024-02-25 16:01:12,Left
234,2024-02-25 16:01:12,Straight
235,2024-02-25 16:01:13,Left
236,2024-02-25 16:01:13,Straight
237,2024-02-25 16:01:13,Left
238,2024-02-25 16:01:14,Left
239,2024-02-25 16:01:14,Straight
240,2024-02-25 16:01:14,Straight
241,2024-02-25 16:01:15,Left
242,2024-02-25 16:01:15,Left
243,2024-02-25 16:01:15,Left
244,2024-02-25 16:01:16,Left
245,2024-02-25 16:01:16,Left
246,2024-02-25 16:01:16,Left
247,2024-02-25 16:01:17,Left
248,2024-02-25 16:01:17,Left
249,2024-02-25 16:01:17,Left
250,2024-02-25 16:01:18,Left
251,2024-02-25 16:01:18,Left
252,2024-02-25 16:01:18,Left
253,2024-02-25 16:01:19,Left
254,2024-02-25 16:01:19,Left
255,2024-02-25 16:01:19,Left
256,2024-02-25 16:01:20,Left
257,2024-02-25 16:01:20,Left
258,2024-02-25 16:01:20,Left
259,2024-02-25 16:01:20,Left
260,2024-02-25 16:01:21,Left
261,2024-02-25 16:01:21,Left
262,2024-02-25 16:01:21,Left
263,2024-02-25 16:01:22,Left
264,2024-02-25 16:01:22,Left
265,2024-02-25 16:01:22,Left
266,2024-02-25 16:01:23,Left
267,2024-02-25 16:01:23,Left
268,2024-02-25 16:01:23,Left
269,2024-02-25 16:01:24,Left
270,2024-02-25 16:01:24,Left
271,2024-02-25 16:01:24,Left
272,2024-02-25 16:01:25,Left
273,2024-02-25 16:01:25,Left
274,2024-02-25 16:01:25,Left
275,2024-02-25 16:01:26,Left
276,2024-02-25 16:01:26,Left
277,2024-02-25 16:01:26,Left
278,2024-02-25 16:01:27,Left
279,2024-02-25 16:01:27,Left
280,2024-02-25 16:01:27,Left
281,2024-02-25 16:01:28,Left
282,2024-02-25 16:01:28,Left
283,2024-02-25 16:01:28,Left
284,2024-02-25 16:01:29,Left
285,2024-02-25 16:01:29,Left
286,2024-02-25 16:01:29,Left
287,2024-02-25 16:01:30,Left
288,2024-02-25 16:01:30,Left
289,2024-02-25 16:01:30,Left
290,2024-02-25 16:01:31,Left
291,2024-02-25 16:01:31,Left
292,2024-02-25 16:01:31,Left
293,2024-02-25 16:01:32,Left
294,2024-02-25 16:01:32,Left
295,2024-02-25 16:01:32,Left
296,2024-02-25 16:01:33,Left
297,2024-02-25 16:01:33,Left
298,2024-02-25 16:01:33,Left
299,2024-02-25 16:01:34,Left
300,2024-02-25 16:01:34,Left
301,2024-02-25 16:01:34,Left
302,2024-02-25 16:01:35,Left
303,2024-02-25 16:01:35,Left
304,2024-02-25 16:01:35,Left
305,2024-02-25 16:01:36,Left
306,2024-02-25 16:01:36,Left
307,2024-02-25 16:01:36,Left
308,2024-02-25 16:01:37,Left
309,2024-02-25 16:01:37,Left
310,2024-02-25 16:01:37,Left
311,2024-02-25 16:01:38,Left
312,2024-02-25 16:01:38,Left
313,2024-02-25 16:01:38,Left
314,2024-02-25 16:01:39,Left
315,2024-02-25 16:01:39,Straight
316,2024-02-25 16:01:39,Left
317,2024-02-25 16:01:40,Left
318,2024-02-25 16:01:40,Left
319,2024-02-25 16:01:40,Straight
320,2024-02-25 16:01:41,Left
321,2024-02-25 16:01:41,Left
322,2024-02-25 16:01:41,Left
323,2024-02-25 16:01:42,Left
324,2024-02-25 16:01:42,Left
325,2024-02-25 16:01:42,Left
326,2024-02-25 16:01:43,Left
327,2024-02-25 16:01:43,Left
328,2024-02-25 16:01:43,Left
329,2024-02-25 16:01:44,Left
330,2024-02-25 16:01:44,Left
331,2024-02-25 16:01:44,Left
332,2024-02-25 16:01:45,Left
333,2024-02-25 16:01:45,Left
334,2024-02-25 16:01:45,Left
335,2024-02-25 16:01:46,Left
336,2024-02-25 16:01:46,Left
337,2024-02-25 16:01:46,Left
338,2024-02-25 16:01:47,Left
339,2024-02-25 16:01:47,Left
340,2024-02-25 16:01:47,Left
341,2024-02-25 16:01:48,Left
342,2024-02-25 16:01:48,Left
343,2024-02-25 16:01:48,Left
344,2024-02-25 16:01:49,Left
345,2024-02-25 16:01:49,Left
346,2024-02-25 16:01:49,Straight
347,2024-02-25 16:01:50,Left
348,2024-02-25 16:01:50,Left
349,2024-02-25 16:01:50,Left
350,2024-02-25 16:01:51,Left
351,2024-02-25 16:01:51,Left
352,2024-02-25 16:01:51,Left
353,2024-02-25 16:01:52,Left
354,2024-02-25 16:01:52,Left
355,2024-02-25 16:01:52,Left
356,2024-02-25 16:01:53,Left
357,2024-02-25 16:01:53,Left
358,2024-02-25 16:01:53,Left
359,2024-02-25 16:01:54,Left
360,2024-02-25 16:01:54,Left
361,2024-02-25 16:01:54,Left
362,2024-02-25 16:01:55,Left
363,2024-02-25 16:01:55,Left
364,2024-02-25 16:01:55,Left
365,2024-02-25 16:01:56,Left
366,2024-02-25 16:01:56,Left
367,2024-02-25 16:01:56,Left
368,2024-02-25 16:01:57,Left
369,2024-02-25 16:01:57,Left
370,2024-02-25 16:01:57,Left
371,2024-02-25 16:01:58,Left
372,2024-02-25 16:01:58,Left
373,2024-02-25 16:01:58,Left
374,2024-02-25 16:01:59,Left
375,2024-02-25 16:01:59,Left
376,2024-02-25 16:01:59,Left
377,2024-02-25 16:02:00,Left
378,2024-02-25 16:02:00,Straight
379,2024-02-25 16:02:00,Left
380,2024-02-25 16:02:01,Straight
381,2024-02-25 16:02:01,Left
382,2024-02-25 16:02:01,Left
383,2024-02-25 16:02:02,Left
384,2024-02-25 16:02:02,Left
385,2024-02-25 16:02:02,Left
386,2024-02-25 16:02:03,Left
387,2024-02-25 16:02:03,Left
388,2024-02-25 16:02:03,Left
389,2024-02-25 16:02:04,Left
390,2024-02-25 16:02:04,Left
391,2024-02-25 16:02:04,Left
392,2024-02-25 16:02:05,Left
393,2024-02-25 16:02:05,Left
394,2024-02-25 16:02:05,Left
395,2024-02-25 16:02:06,Left
396,2024-02-25 16:02:06,Left
397,2024-02-25 16:02:06,Left
398,2024-02-25 16:02:07,Left
399,2024-02-25 16:02:07,Straight
400,2024-02-25 16:02:07,Left
401,2024-02-25 16:02:08,Left
402,2024-02-25 16:02:08,Straight
403,2024-02-25 16:02:08,Left
404,2024-02-25 16:02:09,Left
405,2024-02-25 16:02:09,Left
406,2024-02-25 16:02:09,Right
407,2024-02-25 16:02:10,Left
408,2024-02-25 16:02:10,Left
409,2024-02-25 16:02:10,Left
410,2024-02-25 16:02:11,Left
411,2024-02-25 16:02:11,Left
412,2024-02-25 16:02:11,Left
413,2024-02-25 16:02:12,Straight
414,2024-02-25 16:02:12,Left
415,2024-02-25 16:02:12,Left
416,2024-02-25 16:02:13,Left
417,2024-02-25 16:02:13,Left
418,2024-02-25 16:02:13,Left
419,2024-02-25 16:02:14,Left
420,2024-02-25 16:02:14,Left
421,2024-02-25 16:02:14,Left
422,2024-02-25 16:02:15,Left
423,2024-02-25 16:02:15,Left
424,2024-02-25 16:02:15,Left
425,2024-02-25 16:02:16,Left
426,2024-02-25 16:02:16,Left
427,2024-02-25 16:02:16,Left
428,2024-02-25 16:02:17,Left
429,2024-02-25 16:02:17,Left
430,2024-02-25 16:02:17,Left
431,2024-02-25 16:02:18,Left
432,2024-02-25 16:02:18,Left
433,2024-02-25 16:02:18,Left
434,2024-02-25 16:02:19,Left
435,2024-02-25 16:02:19,Left
436,2024-02-25 16:02:19,Left
437,2024-02-25 16:02:20,Straight
438,2024-02-25 16:02:20,Straight
439,2024-02-25 16:02:20,Straight
440,2024-02-25 16:02:20,Straight
441,2024-02-25 16:02:21,Straight
442,2024-02-25 16:02:21,Straight
443,2024-02-25 16:02:21,Left
444,2024-02-25 16:02:22,Straight
445,2024-02-25 16:02:22,Left
446,2024-02-25 16:02:22,Left
447,2024-02-25 16:02:23,Straight
448,2024-02-25 16:02:23,Left
449,2024-02-25 16:02:23,Left
450,2024-02-25 16:02:24,Left
451,2024-02-25 16:02:24,Left
452,2024-02-25 16:02:24,Left
453,2024-02-25 16:02:25,Straight
454,2024-02-25 16:02:25,Straight
455,2024-02-25 16:02:25,Straight
456,2024-02-25 16:02:26,Straight
457,2024-02-25 16:02:26,Straight
458,2024-02-25 16:02:26,Straight
459,2024-02-25 16:02:27,Straight
460,2024-02-25 16:02:27,Straight
461,2024-02-25 16:02:27,Straight
462,2024-02-25 16:02:28,Straight
463,2024-02-25 16:03:20,Left
464,2024-02-25 16:03:20,Left
465,2024-02-25 16:03:20,Left
466,2024-02-25 16:03:21,Straight
467,2024-02-25 16:03:21,Straight
468,2024-02-25 16:03:21,Straight
469,2024-02-25 16:03:22,Straight
470,2024-02-25 16:03:22,Straight
471,2024-02-25 16:03:22,Straight
472,2024-02-25 16:03:23,Left
473,2024-02-25 16:03:23,Straight
474,2024-02-25 16:03:23,Straight
475,2024-02-25 16:03:24,Left
476,2024-02-25 16:03:24,Straight
477,2024-02-25 16:03:24,Straight
478,2024-02-25 16:03:25,Straight
479,2024-02-25 16:03:25,Straight
480,2024-02-25 16:03:25,Straight
481,2024-02-25 16:03:26,Straight
482,2024-02-25 16:03:26,Left
483,2024-02-25 16:03:26,Straight
484,2024-02-25 16:03:27,Straight
485,2024-02-25 16:03:27,Left
486,2024-02-25 16:03:27,Left
487,2024-02-25 16:03:28,Left
488,2024-02-25 16:03:28,Left
489,2024-02-25 16:03:28,Left
490,2024-02-25 16:03:29,Left
491,2024-02-25 16:03:29,Left
492,2024-02-25 16:03:29,Left
493,2024-02-25 16:03:30,Straight
494,2024-02-25 16:03:30,Left
495,2024-02-25 16:03:30,Left
496,2024-02-25 16:03:31,Left
497,2024-02-25 16:03:31,Straight
498,2024-02-25 16:03:31,Left
499,2024-02-25 16:03:32,Left
500,2024-02-25 16:03:32,Left
501,2024-02-25 16:03:32,Left
502,2024-02-25 16:03:33,Left
503,2024-02-25 16:03:33,Left
504,2024-02-25 16:03:33,Left
505,2024-02-25 16:03:34,Left
506,2024-02-25 16:03:34,Left
507,2024-02-25 16:03:34,Left
508,2024-02-25 16:03:35,Left
509,2024-02-25 16:03:35,Left
510,2024-02-25 16:03:35,Left
511,2024-02-25 16:03:36,Left
512,2024-02-25 16:03:36,Left
513,2024-02-25 16:03:36,Left
514,2024-02-25 16:03:37,Straight
515,2024-02-25 16:03:37,Left
516,2024-02-25 16:03:37,Left
517,2024-02-25 16:03:38,Left
518,2024-02-25 16:03:38,Left
519,2024-02-25 16:03:38,Straight
520,2024-02-25 16:03:39,Straight
521,2024-02-25 16:03:39,Right
522,2024-02-25 16:03:39,Left
523,2024-02-25 16:03:40,Straight
524,2024-02-25 16:03:40,Straight
525,2024-02-25 16:03:40,Left
526,2024-02-25 16:03:41,Left
527,2024-02-25 16:03:41,Straight
528,2024-02-25 16:03:41,Straight
529,2024-02-25 16:03:42,Straight
530,2024-02-25 16:03:42,Left
531,2024-02-25 16:03:42,Left
532,2024-02-25 16:03:43,Left
533,2024-02-25 16:03:43,Left
534,2024-02-25 16:03:43,Left
535,2024-02-25 16:03:44,Left
536,2024-02-25 16:03:44,Left
537,2024-02-25 16:03:44,Left
538,2024-02-25 16:03:45,Left
539,2024-02-25 16:03:45,Left
540,2024-02-25 16:03:45,Left
541,2024-02-25 16:03:46,Left
542,2024-02-25 16:03:46,Left
543,2024-02-25 16:03:46,Left
544,2024-02-25 16:03:47,Left
545,2024-02-25 16:03:47,Left
546,2024-02-25 16:03:47,Left
547,2024-02-25 16:03:48,Left
548,2024-02-25 16:03:48,Left
549,2024-02-25 16:03:48,Left
550,2024-02-25 16:03:49,Left
551,2024-02-25 16:03:49,Left
552,2024-02-25 16:03:49,Straight
553,2024-02-25 16:03:50,Left
554,2024-02-25 16:03:50,Left
555,2024-02-25 16:03:50,Straight
556,2024-02-25 16:03:51,Left
557,2024-02-25 16:03:51,Left
558,2024-02-25 16:03:51,Left
559,2024-02-25 16:03:52,Left
560,2024-02-25 16:03:52,Left
561,2024-02-25 16:03:52,Left
562,2024-02-25 16:03:53,Left
563,2024-02-25 16:03:53,Left
564,2024-02-25 16:03:53,Left
565,2024-02-25 16:03:54,Left
566,2024-02-25 16:03:54,Left
567,2024-02-25 16:03:54,Left
568,2024-02-25 16:03:55,Left
569,2024-02-25 16:03:55,Left
570,2024-02-25 16:03:55,Left
571,2024-02-25 16:03:56,Left
572,2024-02-25 16:03:56,Left
573,2024-02-25 16:03:56,Left
574,2024-02-25 16:03:57,Left
575,2024-02-25 16:03:57,Left
576,2024-02-25 16:03:57,Straight
577,2024-02-25 16:03:58,Straight
578,2024-02-25 16:03:58,Left
579,2024-02-25 16:03:58,Straight
580,2024-02-25 16:03:59,Straight
581,2024-02-25 16:03:59,Left
582,2024-02-25 16:03:59,Left
583,2024-02-25 16:04:00,Right
584,2024-02-25 16:04:00,Left
585,2024-02-25 16:04:00,Straight
586,2024-02-25 16:04:01,Straight
587,2024-02-25 16:04:01,Straight
588,2024-02-25 16:04:01,Left
589,2024-02-25 16:04:02,Straight
590,2024-02-25 16:04:02,Left
591,2024-02-25 16:04:02,Left
592,2024-02-25 16:04:03,Left
593,2024-02-25 16:04:03,Left
594,2024-02-25 16:04:03,Straight
595,2024-02-25 16:04:04,Straight
596,2024-02-25 16:04:04,Left
597,2024-02-25 16:04:04,Straight
598,2024-02-25 16:04:05,Straight
599,2024-02-25 16:04:05,Straight
600,2024-02-25 16:04:05,Left
601,2024-02-25 16:04:06,Left
602,2024-02-25 16:04:06,Left
603,2024-02-25 16:04:06,Straight
604,2024-02-25 16:04:07,Straight
605,2024-02-25 16:04:07,Left
606,2024-02-25 16:04:07,Left
607,2024-02-25 16:04:08,Left
608,2024-02-25 16:04:08,Straight
609,2024-02-25 16:04:08,Right
610,2024-02-25 16:04:09,Left
611,2024-02-25 16:04:09,Right
612,2024-02-25 16:04:09,Right
613,2024-02-25 16:04:10,Right
614,2024-02-25 16:04:10,Right
615,2024-02-25 16:04:10,Left
616,2024-02-25 16:04:11,Left
617,2024-02-25 16:04:11,Left
618,2024-02-25 16:04:11,Straight
619,2024-02-25 16:04:12,Straight
620,2024-02-25 16:04:12,Left
621,2024-02-25 16:04:12,Left
622,2024-02-25 16:04:13,Left
623,2024-02-25 16:04:13,Left
624,2024-02-25 16:04:13,Left
625,2024-02-25 16:04:14,Left
626,2024-02-25 16:04:14,Straight
627,2024-02-25 16:04:14,Left
628,2024-02-25 16:04:15,Straight
629,2024-02-25 16:04:15,Left
630,2024-02-25 16:04:15,Left
631,2024-02-25 16:04:16,Left
632,2024-02-25 16:04:16,Left
633,2024-02-25 16:04:16,Left
634,2024-02-25 16:04:17,Left
635,2024-02-25 16:04:17,Straight
636,2024-02-25 16:04:17,Left
637,2024-02-25 16:04:18,Left
638,2024-02-25 16:04:18,Left
639,2024-02-25 16:04:18,Left
640,2024-02-25 16:04:19,Left
641,2024-02-25 16:04:19,Straight
642,2024-02-25 16:04:19,Left
643,2024-02-25 16:04:20,Left
644,2024-02-25 16:04:20,Left
645,2024-02-25 16:04:20,Left
646,2024-02-25 16:04:20,Left
647,2024-02-25 16:04:21,Left
648,2024-02-25 16:04:21,Left
649,2024-02-25 16:04:21,Left
650,2024-02-25 16:04:22,Left
651,2024-02-25 16:04:22,Left
652,2024-02-25 16:04:22,Left
653,2024-02-25 16:04:23,Left
654,2024-02-25 16:04:23,Left
655,2024-02-25 16:04:23,Left
656,2024-02-25 16:04:24,Left
657,2024-02-25 16:04:24,Straight
658,2024-02-25 16:04:24,Left
659,2024-02-25 16:04:25,Left
660,2024-02-25 16:04:25,Straight
661,2024-02-25 16:04:25,Left
662,2024-02-25 16:04:26,Left
663,2024-02-25 16:04:26,Left
664,2024-02-25 16:04:26,Left
665,2024-02-25 16:04:27,Left
666,2024-02-25 16:04:27,Left
667,2024-02-25 16:04:27,Left
668,2024-02-25 16:04:28,Left
669,2024-02-25 16:04:28,Left
670,2024-02-25 16:04:28,Left
671,2024-02-25 16:04:29,Straight
672,2024-02-25 16:04:29,Left
673,2024-02-25 16:04:29,Left
674,2024-02-25 16:04:30,Left
675,2024-02-25 16:04:30,Left
676,2024-02-25 16:04:30,Left
677,2024-02-25 16:04:31,Left
678,2024-02-25 16:04:31,Straight
679,2024-02-25 16:04:31,Left
680,2024-02-25 16:04:32,Left
681,2024-02-25 16:04:32,Straight
682,2024-02-25 16:04:32,Straight
683,2024-02-25 16:04:33,Straight
684,2024-02-25 16:04:33,Straight
685,2024-02-25 16:04:33,Left
686,2024-02-25 16:04:34,Left
687,2024-02-25 16:04:34,Left
688,2024-02-25 16:04:34,Left
689,2024-02-25 16:04:35,Left
690,2024-02-25 16:04:35,Left
691,2024-02-25 16:04:35,Left
692,2024-02-25 16:04:36,Straight
693,2024-02-25 16:04:36,Left
694,2024-02-25 16:04:36,Left
695,2024-02-25 16:04:37,Left
696,2024-02-25 16:04:37,Left
697,2024-02-25 16:04:37,Left
698,2024-02-25 16:04:38,Left
699,2024-02-25 16:04:38,Left
700,2024-02-25 16:04:38,Left
701,2024-02-25 16:04:39,Left
702,2024-02-25 16:04:39,Left
703,2024-02-25 16:04:39,Left
704,2024-02-25 16:04:40,Straight
705,2024-02-25 16:04:40,Left
706,2024-02-25 16:04:40,Left
707,2024-02-25 16:04:41,Left
708,2024-02-25 16:04:41,Left
709,2024-02-25 16:04:41,Left
710,2024-02-25 16:04:42,Left
711,2024-02-25 16:04:42,Straight
712,2024-02-25 16:04:42,Straight
713,2024-02-25 16:04:43,Straight
714,2024-02-25 16:04:43,Straight
715,2024-02-25 16:04:43,Left
716,2024-02-25 16:04:44,Left
717,2024-02-25 16:04:44,Straight
718,2024-02-25 16:04:44,Left
719,2024-02-25 16:04:45,Left
720,2024-02-25 16:04:45,Left
721,2024-02-25 16:04:45,Left
722,2024-02-25 16:04:46,Left
723,2024-02-25 16:04:46,Straight
724,2024-02-25 16:04:46,Straight
725,2024-02-25 16:04:47,Left
726,2024-02-25 16:04:47,Left
727,2024-02-25 16:04:47,Left
728,2024-02-25 16:04:48,Left
729,2024-02-25 16:04:48,Left
730,2024-02-25 16:04:48,Straight
731,2024-02-25 16:04:49,Left
732,2024-02-25 16:04:49,Straight
733,2024-02-25 16:04:49,Left
734,2024-02-25 16:04:50,Straight
735,2024-02-25 16:04:50,Left
736,2024-02-25 16:04:50,Left
737,2024-02-25 16:04:51,Straight
738,2024-02-25 16:04:51,Straight
739,2024-02-25 16:04:51,Straight
740,2024-02-25 16:04:52,Straight
741,2024-02-25 16:04:52,Left
742,2024-02-25 16:04:52,Left
743,2024-02-25 16:04:53,Straight
744,2024-02-25 16:04:53,Left
745,2024-02-25 16:04:53,Straight
746,2024-02-25 16:04:54,Left
747,2024-02-25 16:04:54,Straight
748,2024-02-25 16:04:54,Left
749,2024-02-25 16:04:55,Left
750,2024-02-25 16:04:55,Straight
751,2024-02-25 16:04:55,Left
752,2024-02-25 16:04:56,Left
753,2024-02-25 16:04:56,Straight
754,2024-02-25 16:04:56,Straight
755,2024-02-25 16:04:57,Straight
756,2024-02-25 16:04:57,Straight
757,2024-02-25 16:04:57,Straight
758,2024-02-25 16:04:58,Straight
759,2024-02-25 16:04:58,Straight
760,2024-02-25 16:04:58,Left
761,2024-02-25 16:04:59,Straight
762,2024-02-25 16:04:59,Straight
763,2024-02-25 16:04:59,Left
764,2024-02-25 16:05:00,Left
765,2024-02-25 16:05:00,Left
766,2024-02-25 16:05:00,Left
