,Mouth
2024-02-25 18:25:04,Talking
2024-02-25 18:25:07,Talking
2024-02-25 18:25:10,Closed
2024-02-25 18:25:13,Closed
2024-02-25 18:25:16,Closed
2024-02-25 18:25:19,Closed
2024-02-25 18:25:22,Closed
2024-02-25 18:25:25,Closed
2024-02-25 18:25:28,Talking
2024-02-25 18:25:31,Talking
2024-02-25 18:25:34,Talking
2024-02-25 18:25:37,Closed
2024-02-25 18:25:40,Closed
2024-02-25 18:25:43,Closed
2024-02-25 18:25:46,Closed
2024-02-25 18:25:49,Closed
2024-02-25 18:25:52,Closed
2024-02-25 18:25:55,Closed
2024-02-25 18:25:58,Closed
2024-02-25 18:26:01,Closed
2024-02-25 18:26:04,Closed
2024-02-25 18:26:07,Closed
2024-02-25 18:26:10,Talking
2024-02-25 18:26:13,Closed
2024-02-25 18:26:16,Closed
2024-02-25 18:26:19,Closed
2024-02-25 18:26:22,Talking
2024-02-25 18:26:25,Talking
2024-02-25 18:26:28,Talking
2024-02-25 18:26:31,Talking
2024-02-25 18:26:34,Talking
2024-02-25 18:26:37,Talking
2024-02-25 18:26:40,Talking
2024-02-25 18:26:43,Talking
2024-02-25 18:26:46,Talking
2024-02-25 18:26:49,Talking
2024-02-25 18:26:52,Closed
2024-02-25 18:26:55,Talking
2024-02-25 18:26:58,Closed
2024-02-25 18:27:01,Talking
2024-02-25 18:27:04,Talking
2024-02-25 18:27:07,Talking
2024-02-25 18:27:10,Talking
2024-02-25 18:27:13,Closed
2024-02-25 18:27:16,Closed
2024-02-25 18:27:19,Closed
2024-02-25 18:27:22,Talking
2024-02-25 18:27:25,Talking
2024-02-25 18:27:28,Closed
2024-02-25 18:27:31,Closed
2024-02-25 18:27:34,Talking
2024-02-25 18:27:37,Talking
2024-02-25 18:27:40,Closed
2024-02-25 18:27:43,Talking
2024-02-25 18:27:46,Talking
2024-02-25 18:27:49,Talking
2024-02-25 18:27:52,Talking
2024-02-25 18:27:55,Talking
2024-02-25 18:27:58,Closed
2024-02-25 18:28:01,Talking
2024-02-25 18:28:04,Talking
2024-02-25 18:28:07,Closed
2024-02-25 18:28:10,Closed
2024-02-25 18:28:13,Closed
2024-02-25 18:28:16,Talking
2024-02-25 18:28:19,Talking
2024-02-25 18:28:22,Talking
2024-02-25 18:28:25,Closed
2024-02-25 18:28:28,Closed
2024-02-25 18:28:31,Talking
2024-02-25 18:28:34,Talking
2024-02-25 18:28:37,Talking
2024-02-25 18:28:40,Talking
2024-02-25 18:28:43,Talking
2024-02-25 18:28:46,Talking
2024-02-25 18:28:49,Talking
2024-02-25 18:28:52,Talking
2024-02-25 18:28:55,Talking
2024-02-25 18:28:58,Talking
2024-02-25 18:29:01,Talking
2024-02-25 18:29:04,Talking
2024-02-25 18:29:07,Talking
2024-02-25 18:29:10,Talking
2024-02-25 18:29:13,Talking
2024-02-25 18:29:16,Talking
2024-02-25 18:29:19,Talking
2024-02-25 18:29:22,Talking
2024-02-25 18:29:25,Closed
2024-02-25 18:29:28,Closed
2024-02-25 18:29:31,Closed
2024-02-25 18:29:34,Talking
2024-02-25 18:29:37,Talking
2024-02-25 18:29:40,Talking
2024-02-25 18:29:43,Talking
2024-02-25 18:29:46,Talking
2024-02-25 18:29:49,Closed
2024-02-25 18:29:52,Talking
2024-02-25 18:29:55,Closed
2024-02-25 18:29:58,Talking
2024-02-25 18:30:01,Closed
2024-02-25 18:30:04,Closed
2024-02-25 18:30:07,Closed
2024-02-25 18:30:10,Closed
2024-02-25 18:30:13,Closed
2024-02-25 18:30:16,Closed
2024-02-25 18:30:19,Closed
2024-02-25 18:30:22,Closed
2024-02-25 18:30:25,Closed
2024-02-25 18:30:28,Closed
2024-02-25 18:30:31,Closed
2024-02-25 18:30:34,Closed
2024-02-25 18:30:37,Closed
2024-02-25 18:30:40,Closed
2024-02-25 18:30:43,Closed
2024-02-25 18:30:46,Closed
2024-02-25 18:30:49,Closed
2024-02-25 18:30:52,Talking
2024-02-25 18:30:55,Talking
2024-02-25 18:30:58,Closed
2024-02-25 18:31:01,Closed
2024-02-25 18:31:04,Talking
2024-02-25 18:31:07,Closed
2024-02-25 18:31:10,Closed
2024-02-25 18:31:13,Closed
2024-02-25 18:31:16,Talking
2024-02-25 18:31:19,Closed
2024-02-25 18:31:22,Closed
2024-02-25 18:31:25,Closed
2024-02-25 18:31:28,Closed
2024-02-25 18:31:31,Talking
2024-02-25 18:31:34,Talking
2024-02-25 18:31:37,Talking
2024-02-25 18:31:40,Talking
2024-02-25 18:31:43,Closed
2024-02-25 18:31:46,Talking
2024-02-25 18:31:49,Closed
2024-02-25 18:31:52,Closed
2024-02-25 18:31:55,Talking
2024-02-25 18:31:58,Closed
2024-02-25 18:32:01,Talking
2024-02-25 18:32:04,Closed
2024-02-25 18:32:07,Talking
2024-02-25 18:32:10,Talking
2024-02-25 18:32:13,Talking
2024-02-25 18:32:16,Talking
2024-02-25 18:32:19,Talking
2024-02-25 18:32:22,Talking
2024-02-25 18:32:25,Talking
2024-02-25 18:32:28,Talking
2024-02-25 18:32:31,Talking
2024-02-25 18:32:34,Talking
2024-02-25 18:32:37,Talking
2024-02-25 18:32:40,Talking
2024-02-25 18:32:43,Talking
2024-02-25 18:32:46,Talking
2024-02-25 18:32:49,Talking
2024-02-25 18:32:52,Closed
2024-02-25 18:32:55,Talking
2024-02-25 18:32:58,Talking
2024-02-25 18:33:01,Talking
2024-02-25 18:33:04,Talking
2024-02-25 18:33:07,Talking
2024-02-25 18:33:10,Talking
2024-02-25 18:33:13,Talking
2024-02-25 18:33:16,Talking
2024-02-25 18:33:19,Talking
2024-02-25 18:33:22,Talking
2024-02-25 18:33:25,Talking
2024-02-25 18:33:28,Talking
2024-02-25 18:33:31,Talking
2024-02-25 18:33:34,Closed
2024-02-25 18:33:37,Closed
2024-02-25 18:33:40,Closed
2024-02-25 18:33:43,Closed
2024-02-25 18:33:46,Talking
2024-02-25 18:33:49,Talking
2024-02-25 18:33:52,Talking
2024-02-25 18:33:55,Talking
2024-02-25 18:33:58,Talking
2024-02-25 18:34:01,Talking
2024-02-25 18:34:04,Talking
2024-02-25 18:34:07,Talking
2024-02-25 18:34:10,Talking
2024-02-25 18:34:13,Talking
2024-02-25 18:34:16,Talking
2024-02-25 18:34:19,Talking
2024-02-25 18:34:22,Talking
2024-02-25 18:34:25,Closed
2024-02-25 18:34:28,Closed
2024-02-25 18:34:31,Closed
2024-02-25 18:34:34,Closed
2024-02-25 18:34:37,Closed
2024-02-25 18:34:40,Closed
2024-02-25 18:34:43,Talking
2024-02-25 18:34:46,Talking
2024-02-25 18:34:49,Closed
2024-02-25 18:34:52,Closed
2024-02-25 18:34:55,Closed
2024-02-25 18:34:58,Closed
2024-02-25 18:35:01,Closed
2024-02-25 18:35:04,Closed
2024-02-25 18:35:07,Talking
2024-02-25 18:35:10,Talking
2024-02-25 18:35:13,Talking
2024-02-25 18:35:16,Talking
2024-02-25 18:35:19,Talking
2024-02-25 18:35:22,Talking
2024-02-25 18:35:25,Talking
2024-02-25 18:35:28,Talking
2024-02-25 18:35:31,Talking
2024-02-25 18:35:34,Closed
2024-02-25 18:35:37,Talking
2024-02-25 18:35:40,Closed
2024-02-25 18:35:43,Closed
2024-02-25 18:35:46,Talking
2024-02-25 18:35:49,Talking
2024-02-25 18:35:52,Talking
2024-02-25 18:35:55,Talking
2024-02-25 18:35:58,Talking
2024-02-25 18:36:01,Talking
2024-02-25 18:36:04,Talking
2024-02-25 18:36:07,Talking
2024-02-25 18:36:10,Talking
2024-02-25 18:36:13,Talking
2024-02-25 18:36:16,Talking
2024-02-25 18:36:19,Talking
2024-02-25 18:36:22,Talking
2024-02-25 18:36:25,Closed
2024-02-25 18:36:28,Talking
2024-02-25 18:36:31,Talking
2024-02-25 18:36:34,Talking
2024-02-25 18:36:37,Talking
2024-02-25 18:36:40,Talking
2024-02-25 18:36:43,Talking
2024-02-25 18:36:46,Talking
2024-02-25 18:36:49,Talking
2024-02-25 18:36:52,Talking
2024-02-25 18:36:55,Talking
2024-02-25 18:36:58,Talking
2024-02-25 18:37:01,Closed
2024-02-25 18:37:04,Closed
2024-02-25 18:37:07,Closed
2024-02-25 18:37:10,Closed
2024-02-25 18:37:13,Closed
2024-02-25 18:37:16,Closed
2024-02-25 18:37:19,Closed
2024-02-25 18:37:22,Talking
2024-02-25 18:37:25,Closed
2024-02-25 18:37:28,Closed
2024-02-25 18:37:31,Closed
2024-02-25 18:37:34,Talking
2024-02-25 18:37:37,Talking
2024-02-25 18:37:40,Talking
2024-02-25 18:37:43,Closed
2024-02-25 18:37:46,Talking
2024-02-25 18:37:49,Talking
2024-02-25 18:37:52,Talking
2024-02-25 18:37:55,Talking
2024-02-25 18:37:58,Closed
2024-02-25 18:38:01,Closed
2024-02-25 18:38:04,Closed
2024-02-25 18:38:07,Talking
2024-02-25 18:38:10,Talking
2024-02-25 18:38:13,Closed
2024-02-25 18:38:16,Closed
2024-02-25 18:38:19,Talking
2024-02-25 18:38:22,Talking
2024-02-25 18:38:25,Talking
2024-02-25 18:38:28,Talking
2024-02-25 18:38:31,Talking
2024-02-25 18:38:34,Talking
2024-02-25 18:38:37,Talking
2024-02-25 18:38:40,Talking
2024-02-25 18:38:43,Talking
2024-02-25 18:38:46,Talking
2024-02-25 18:38:49,Talking
2024-02-25 18:38:52,Talking
2024-02-25 18:38:55,Talking
2024-02-25 18:38:58,Talking
2024-02-25 18:39:01,Talking
2024-02-25 18:39:04,Talking
2024-02-25 18:39:07,Talking
2024-02-25 18:39:10,Talking
2024-02-25 18:39:13,Talking
2024-02-25 18:39:16,Talking
2024-02-25 18:39:19,Talking
2024-02-25 18:39:22,Talking
2024-02-25 18:39:25,Talking
2024-02-25 18:39:28,Talking
2024-02-25 18:39:31,Closed
2024-02-25 18:39:34,Closed
2024-02-25 18:39:37,Closed
2024-02-25 18:39:40,Closed
2024-02-25 18:39:43,Closed
2024-02-25 18:39:46,Talking
2024-02-25 18:39:49,Talking
2024-02-25 18:39:52,Talking
2024-02-25 18:39:55,Talking
2024-02-25 18:39:58,Talking
2024-02-25 18:40:01,Talking
2024-02-25 18:40:04,Talking
2024-02-25 18:40:07,Talking
2024-02-25 18:40:10,Talking
2024-02-25 18:40:13,Talking
2024-02-25 18:40:16,Talking
2024-02-25 18:40:19,Talking
2024-02-25 18:40:22,Talking
2024-02-25 18:40:25,Closed
2024-02-25 18:40:28,Closed
2024-02-25 18:40:31,Closed
2024-02-25 18:40:34,Closed
2024-02-25 18:40:37,Closed
2024-02-25 18:40:40,Closed
2024-02-25 18:40:43,Talking
2024-02-25 18:40:46,Talking
2024-02-25 18:40:49,Talking
2024-02-25 18:40:52,Talking
2024-02-25 18:40:55,Talking
2024-02-25 18:40:58,Talking
2024-02-25 18:41:01,Talking
2024-02-25 18:41:04,Talking
2024-02-25 18:41:07,Talking
2024-02-25 18:41:10,Talking
2024-02-25 18:41:13,Talking
2024-02-25 18:41:16,Talking
2024-02-25 18:41:19,Talking
2024-02-25 18:41:22,Talking
2024-02-25 18:41:25,Closed
2024-02-25 18:41:28,Closed
2024-02-25 18:41:31,Talking
2024-02-25 18:41:34,Talking
2024-02-25 18:41:37,Closed
2024-02-25 18:41:40,Closed
2024-02-25 18:41:43,Closed
2024-02-25 18:41:46,Talking
2024-02-25 18:41:49,Talking
2024-02-25 18:41:52,Closed
2024-02-25 18:41:55,Closed
2024-02-25 18:41:58,Talking
2024-02-25 18:42:01,Closed
2024-02-25 18:42:04,Closed
2024-02-25 18:42:07,Talking
2024-02-25 18:42:10,Closed
2024-02-25 18:42:13,Talking
2024-02-25 18:42:16,Talking
2024-02-25 18:42:19,Closed
2024-02-25 18:42:22,Closed
2024-02-25 18:42:25,Closed
2024-02-25 18:42:28,Closed
2024-02-25 18:42:31,Closed
2024-02-25 18:42:34,Talking
2024-02-25 18:42:37,Talking
2024-02-25 18:42:40,Talking
2024-02-25 18:42:43,Closed
2024-02-25 18:42:46,Closed
2024-02-25 18:42:49,Closed
2024-02-25 18:42:52,Closed
2024-02-25 18:42:55,Closed
2024-02-25 18:42:58,Closed
2024-02-25 18:43:01,Closed
2024-02-25 18:43:04,Talking
2024-02-25 18:43:07,Talking
2024-02-25 18:43:10,Talking
2024-02-25 18:43:13,Talking
2024-02-25 18:43:16,Closed
2024-02-25 18:43:19,Closed
2024-02-25 18:43:22,Talking
2024-02-25 18:43:25,Closed
2024-02-25 18:43:28,Closed
2024-02-25 18:43:31,Closed
2024-02-25 18:43:34,Closed
2024-02-25 18:43:37,Closed
2024-02-25 18:43:40,Closed
2024-02-25 18:43:43,Closed
2024-02-25 18:43:46,Talking
2024-02-25 18:43:49,Closed
2024-02-25 18:43:52,Talking
2024-02-25 18:43:55,Talking
2024-02-25 18:43:58,Closed
2024-02-25 18:44:01,Closed
2024-02-25 18:44:04,Closed
2024-02-25 18:44:07,Closed
2024-02-25 18:44:10,Closed
2024-02-25 18:44:13,Closed
2024-02-25 18:44:16,Closed
2024-02-25 18:44:19,Closed
2024-02-25 18:44:22,Closed
2024-02-25 18:44:25,Closed
2024-02-25 18:44:28,Closed
2024-02-25 18:44:31,Closed
2024-02-25 18:44:34,Closed
2024-02-25 18:44:37,Closed
2024-02-25 18:44:40,Closed
2024-02-25 18:44:43,Closed
2024-02-25 18:44:46,Talking
2024-02-25 18:44:49,Talking
2024-02-25 18:44:52,Talking
2024-02-25 18:44:55,Talking
2024-02-25 18:44:58,Talking
2024-02-25 18:45:01,Talking
2024-02-25 18:45:04,Talking
2024-02-25 18:45:07,Talking
2024-02-25 18:45:10,Talking
2024-02-25 18:45:13,Talking
2024-02-25 18:45:16,Talking
2024-02-25 18:45:19,Talking
2024-02-25 18:45:22,Talking
2024-02-25 18:45:25,Talking
2024-02-25 18:45:28,Closed
2024-02-25 18:45:31,Closed
2024-02-25 18:45:34,Closed
2024-02-25 18:45:37,Talking
2024-02-25 18:45:40,Talking
2024-02-25 18:45:43,Talking
2024-02-25 18:45:46,Talking
2024-02-25 18:45:49,Talking
2024-02-25 18:45:52,Talking
2024-02-25 18:45:55,Closed
2024-02-25 18:45:58,Talking
2024-02-25 18:46:01,Closed
2024-02-25 18:46:04,Talking
2024-02-25 18:46:07,Talking
2024-02-25 18:46:10,Talking
2024-02-25 18:46:13,Talking
2024-02-25 18:46:16,Closed
2024-02-25 18:46:19,Talking
2024-02-25 18:46:22,Talking
2024-02-25 18:46:25,Talking
2024-02-25 18:46:28,Talking
2024-02-25 18:46:31,Talking
2024-02-25 18:46:34,Talking
2024-02-25 18:46:37,Closed
2024-02-25 18:46:40,Talking
2024-02-25 18:46:43,Closed
2024-02-25 18:46:46,Talking
2024-02-25 18:46:49,Talking
2024-02-25 18:46:52,Talking
2024-02-25 18:46:55,Talking
2024-02-25 18:46:58,Talking
2024-02-25 18:47:01,Talking
2024-02-25 18:47:04,Talking
2024-02-25 18:47:07,Talking
2024-02-25 18:47:10,Talking
2024-02-25 18:47:13,Talking
2024-02-25 18:47:16,Talking
2024-02-25 18:47:19,Talking
2024-02-25 18:47:22,Talking
2024-02-25 18:47:25,Talking
2024-02-25 18:47:28,Talking
2024-02-25 18:47:31,Talking
2024-02-25 18:47:34,Talking
2024-02-25 18:47:37,Talking
2024-02-25 18:47:40,Talking
2024-02-25 18:47:43,Talking
2024-02-25 18:47:46,Talking
2024-02-25 18:47:49,Talking
2024-02-25 18:47:52,Talking
2024-02-25 18:47:55,Talking
2024-02-25 18:47:58,Talking
2024-02-25 18:48:01,Talking
2024-02-25 18:48:04,Talking
2024-02-25 18:48:07,Closed
2024-02-25 18:48:10,Talking
2024-02-25 18:48:13,Talking
2024-02-25 18:48:16,Talking
2024-02-25 18:48:19,Talking
2024-02-25 18:48:22,Talking
2024-02-25 18:48:25,Talking
2024-02-25 18:48:28,Talking
2024-02-25 18:48:31,Closed
2024-02-25 18:48:34,Closed
2024-02-25 18:48:37,Closed
2024-02-25 18:48:40,Closed
2024-02-25 18:48:43,Talking
2024-02-25 18:48:46,Closed
2024-02-25 18:48:49,Talking
2024-02-25 18:48:52,Talking
2024-02-25 18:48:55,Talking
2024-02-25 18:48:58,Talking
2024-02-25 18:49:01,Talking
2024-02-25 18:49:04,Talking
2024-02-25 18:49:07,Talking
2024-02-25 18:49:10,Talking
2024-02-25 18:49:13,Talking
2024-02-25 18:49:16,Talking
2024-02-25 18:49:19,Talking
2024-02-25 18:49:22,Talking
2024-02-25 18:49:25,Talking
2024-02-25 18:49:28,Talking
2024-02-25 18:49:31,Talking
2024-02-25 18:49:34,Closed
2024-02-25 18:49:37,Closed
2024-02-25 18:49:40,Closed
2024-02-25 18:49:43,Talking
2024-02-25 18:49:46,Talking
2024-02-25 18:49:49,Talking
2024-02-25 18:49:52,Talking
2024-02-25 18:49:55,Talking
2024-02-25 18:49:58,Closed
2024-02-25 18:50:01,Talking
2024-02-25 18:50:04,Talking
