,Mouth
2024-02-25 20:09:20,Talking
2024-02-25 20:09:23,Talking
2024-02-25 20:09:26,Talking
2024-02-25 20:09:29,Talking
2024-02-25 20:09:32,Talking
2024-02-25 20:09:35,Talking
2024-02-25 20:09:38,Talking
2024-02-25 20:09:41,Talking
2024-02-25 20:09:44,Talking
2024-02-25 20:09:47,Talking
2024-02-25 20:09:50,Talking
2024-02-25 20:09:53,Talking
2024-02-25 20:09:56,Talking
2024-02-25 20:09:59,Talking
2024-02-25 20:10:02,Talking
2024-02-25 20:10:05,Talking
2024-02-25 20:10:08,Talking
2024-02-25 20:10:11,Talking
2024-02-25 20:10:14,Talking
2024-02-25 20:10:17,Talking
2024-02-25 20:10:20,Talking
2024-02-25 20:10:23,Talking
2024-02-25 20:10:26,Talking
2024-02-25 20:10:29,Talking
2024-02-25 20:10:32,Talking
2024-02-25 20:10:35,Talking
2024-02-25 20:10:38,Talking
2024-02-25 20:10:41,Talking
2024-02-25 20:10:44,Talking
2024-02-25 20:10:47,Talking
2024-02-25 20:10:50,Talking
2024-02-25 20:10:53,Talking
2024-02-25 20:10:56,Talking
2024-02-25 20:10:59,Talking
2024-02-25 20:11:02,Talking
2024-02-25 20:11:05,Talking
2024-02-25 20:11:08,Talking
2024-02-25 20:11:11,Talking
2024-02-25 20:11:14,Closed
2024-02-25 20:11:17,Talking
2024-02-25 20:11:20,Talking
2024-02-25 20:11:23,Talking
2024-02-25 20:11:26,Talking
2024-02-25 20:11:29,Talking
2024-02-25 20:11:32,Talking
2024-02-25 20:11:35,Talking
2024-02-25 20:11:38,Talking
2024-02-25 20:11:41,Talking
2024-02-25 20:11:44,Talking
2024-02-25 20:11:47,Talking
2024-02-25 20:11:50,Closed
2024-02-25 20:11:53,Talking
2024-02-25 20:11:56,Talking
2024-02-25 20:11:59,Talking
2024-02-25 20:12:02,Talking
2024-02-25 20:12:05,Talking
2024-02-25 20:12:08,Talking
2024-02-25 20:12:11,Talking
2024-02-25 20:12:14,Talking
2024-02-25 20:12:17,Talking
2024-02-25 20:12:20,Talking
2024-02-25 20:12:23,Talking
2024-02-25 20:12:26,Talking
2024-02-25 20:12:29,Talking
2024-02-25 20:12:32,Talking
2024-02-25 20:12:35,Talking
2024-02-25 20:12:38,Talking
2024-02-25 20:12:41,Talking
2024-02-25 20:12:44,Closed
2024-02-25 20:12:47,Closed
2024-02-25 20:12:50,Talking
2024-02-25 20:12:53,Talking
2024-02-25 20:12:56,Closed
2024-02-25 20:12:59,Talking
2024-02-25 20:13:02,Talking
2024-02-25 20:13:05,Talking
2024-02-25 20:13:08,Talking
2024-02-25 20:13:11,Talking
2024-02-25 20:13:14,Talking
2024-02-25 20:13:17,Talking
2024-02-25 20:13:20,Talking
2024-02-25 20:13:23,Talking
2024-02-25 20:13:26,Talking
2024-02-25 20:13:29,Talking
2024-02-25 20:13:32,Talking
2024-02-25 20:13:35,Talking
2024-02-25 20:13:38,Talking
2024-02-25 20:13:41,Talking
2024-02-25 20:13:44,Talking
2024-02-25 20:13:47,Talking
2024-02-25 20:13:50,Talking
2024-02-25 20:13:53,Talking
2024-02-25 20:13:56,Talking
2024-02-25 20:13:59,Talking
2024-02-25 20:14:02,Talking
2024-02-25 20:14:05,Talking
2024-02-25 20:14:08,Talking
2024-02-25 20:14:11,Talking
2024-02-25 20:14:14,Talking
2024-02-25 20:14:17,Talking
2024-02-25 20:14:20,Talking
2024-02-25 20:14:23,Talking
2024-02-25 20:14:26,Talking
2024-02-25 20:14:29,Talking
2024-02-25 20:14:32,Talking
2024-02-25 20:14:35,Talking
2024-02-25 20:14:38,Talking
2024-02-25 20:14:41,Talking
2024-02-25 20:14:44,Talking
2024-02-25 20:14:47,Talking
2024-02-25 20:14:50,Talking
2024-02-25 20:14:53,Talking
2024-02-25 20:14:56,Talking
2024-02-25 20:14:59,Talking
2024-02-25 20:15:02,Talking
2024-02-25 20:15:05,Talking
2024-02-25 20:15:08,Talking
2024-02-25 20:15:11,Closed
2024-02-25 20:15:14,Talking
2024-02-25 20:15:17,Talking
2024-02-25 20:15:20,Talking
2024-02-25 20:15:23,Talking
2024-02-25 20:15:26,Talking
2024-02-25 20:15:29,Talking
2024-02-25 20:15:32,Talking
2024-02-25 20:15:35,Talking
2024-02-25 20:15:38,Talking
2024-02-25 20:15:41,Talking
2024-02-25 20:15:44,Talking
2024-02-25 20:15:47,Talking
2024-02-25 20:15:50,Talking
2024-02-25 20:15:53,Talking
2024-02-25 20:15:56,Talking
2024-02-25 20:15:59,Talking
2024-02-25 20:16:02,Talking
2024-02-25 20:16:05,Talking
2024-02-25 20:16:08,Talking
2024-02-25 20:16:11,Talking
2024-02-25 20:16:14,Talking
2024-02-25 20:16:17,Talking
2024-02-25 20:16:20,Talking
2024-02-25 20:16:23,Talking
2024-02-25 20:16:26,Talking
2024-02-25 20:16:29,Talking
2024-02-25 20:16:32,Talking
2024-02-25 20:16:35,Talking
2024-02-25 20:16:38,Talking
2024-02-25 20:16:41,Talking
2024-02-25 20:16:44,Talking
2024-02-25 20:16:47,Talking
2024-02-25 20:16:50,Talking
2024-02-25 20:16:53,Talking
2024-02-25 20:16:56,Talking
2024-02-25 20:16:59,Closed
2024-02-25 20:17:02,Closed
2024-02-25 20:17:05,Closed
2024-02-25 20:17:08,Talking
2024-02-25 20:17:11,Closed
2024-02-25 20:17:14,Talking
2024-02-25 20:17:17,Talking
2024-02-25 20:17:20,Talking
2024-02-25 20:17:23,Closed
2024-02-25 20:17:26,Closed
2024-02-25 20:17:29,Talking
2024-02-25 20:17:32,Talking
2024-02-25 20:17:35,Talking
2024-02-25 20:17:38,Talking
2024-02-25 20:17:41,Talking
2024-02-25 20:17:44,Talking
2024-02-25 20:17:47,Talking
2024-02-25 20:17:50,Talking
2024-02-25 20:17:53,Talking
2024-02-25 20:17:56,Talking
2024-02-25 20:17:59,Talking
2024-02-25 20:18:02,Talking
2024-02-25 20:18:05,Talking
2024-02-25 20:18:08,Talking
2024-02-25 20:18:11,Talking
2024-02-25 20:18:14,Talking
2024-02-25 20:18:17,Talking
2024-02-25 20:18:20,Talking
2024-02-25 20:18:23,Talking
2024-02-25 20:18:26,Talking
2024-02-25 20:18:29,Talking
2024-02-25 20:18:32,Talking
2024-02-25 20:18:35,Talking
2024-02-25 20:18:38,Talking
2024-02-25 20:18:41,Talking
2024-02-25 20:18:44,Talking
2024-02-25 20:18:47,Talking
2024-02-25 20:18:50,Talking
2024-02-25 20:18:53,Talking
2024-02-25 20:18:56,Talking
2024-02-25 20:18:59,Talking
2024-02-25 20:19:02,Talking
2024-02-25 20:19:05,Talking
2024-02-25 20:19:08,Talking
2024-02-25 20:19:11,Talking
2024-02-25 20:19:14,Talking
2024-02-25 20:19:17,Closed
2024-02-25 20:19:20,Talking
2024-02-25 20:19:23,Talking
2024-02-25 20:19:26,Talking
2024-02-25 20:19:29,Talking
2024-02-25 20:19:32,Talking
2024-02-25 20:19:35,Talking
2024-02-25 20:19:38,Talking
2024-02-25 20:19:41,Talking
2024-02-25 20:19:44,Talking
2024-02-25 20:19:47,Talking
2024-02-25 20:19:50,Closed
2024-02-25 20:19:53,Talking
2024-02-25 20:19:56,Talking
2024-02-25 20:19:59,Talking
2024-02-25 20:20:02,Talking
2024-02-25 20:20:05,Talking
2024-02-25 20:20:08,Talking
2024-02-25 20:20:11,Talking
2024-02-25 20:20:14,Closed
2024-02-25 20:20:17,Talking
2024-02-25 20:20:20,Talking
2024-02-25 20:20:23,Talking
2024-02-25 20:20:26,Talking
2024-02-25 20:20:29,Talking
2024-02-25 20:20:32,Talking
2024-02-25 20:20:35,Talking
2024-02-25 20:20:38,Talking
2024-02-25 20:20:41,Talking
2024-02-25 20:20:44,Talking
2024-02-25 20:20:47,Talking
2024-02-25 20:20:50,Talking
2024-02-25 20:20:53,Talking
2024-02-25 20:20:56,Talking
2024-02-25 20:20:59,Talking
2024-02-25 20:21:02,Talking
2024-02-25 20:21:05,Talking
2024-02-25 20:21:08,Talking
2024-02-25 20:21:11,Talking
2024-02-25 20:21:14,Talking
2024-02-25 20:21:17,Talking
2024-02-25 20:21:20,Talking
2024-02-25 20:21:23,Talking
2024-02-25 20:21:26,Talking
2024-02-25 20:21:29,Talking
2024-02-25 20:21:32,Talking
2024-02-25 20:21:35,Talking
2024-02-25 20:21:38,Talking
2024-02-25 20:21:41,Talking
2024-02-25 20:21:44,Talking
2024-02-25 20:21:47,Talking
2024-02-25 20:21:50,Talking
2024-02-25 20:21:53,Talking
2024-02-25 20:21:56,Talking
2024-02-25 20:21:59,Talking
2024-02-25 20:22:02,Talking
2024-02-25 20:22:05,Talking
2024-02-25 20:22:08,Talking
2024-02-25 20:22:11,Talking
2024-02-25 20:22:14,Closed
2024-02-25 20:22:17,Talking
2024-02-25 20:22:20,Talking
2024-02-25 20:22:23,Talking
2024-02-25 20:22:26,Talking
2024-02-25 20:22:29,Talking
2024-02-25 20:22:32,Talking
2024-02-25 20:22:36,Talking
2024-02-25 20:22:39,Closed
2024-02-25 20:22:42,Talking
2024-02-25 20:22:45,Talking
2024-02-25 20:22:48,Talking
2024-02-25 20:22:51,Talking
2024-02-25 20:22:54,Talking
2024-02-25 20:22:57,Talking
2024-02-25 20:23:00,Talking
2024-02-25 20:23:03,Talking
2024-02-25 20:23:06,Talking
2024-02-25 20:23:09,Talking
2024-02-25 20:23:12,Talking
2024-02-25 20:23:15,Talking
2024-02-25 20:23:18,Talking
2024-02-25 20:23:21,Talking
2024-02-25 20:23:24,Talking
2024-02-25 20:23:27,Talking
2024-02-25 20:23:30,Talking
2024-02-25 20:23:33,Talking
2024-02-25 20:23:36,Talking
2024-02-25 20:23:39,Talking
2024-02-25 20:23:42,Talking
2024-02-25 20:23:45,Talking
2024-02-25 20:23:48,Talking
2024-02-25 20:23:51,Talking
2024-02-25 20:23:54,Talking
2024-02-25 20:23:57,Talking
2024-02-25 20:24:00,Talking
2024-02-25 20:24:03,Talking
2024-02-25 20:24:06,Talking
2024-02-25 20:24:09,Talking
2024-02-25 20:24:12,Talking
2024-02-25 20:24:15,Talking
2024-02-25 20:24:18,Talking
2024-02-25 20:24:21,Talking
2024-02-25 20:24:24,Talking
2024-02-25 20:24:27,Talking
2024-02-25 20:24:30,Talking
2024-02-25 20:24:33,Talking
2024-02-25 20:24:36,Talking
2024-02-25 20:24:39,Talking
2024-02-25 20:24:42,Talking
2024-02-25 20:24:45,Talking
2024-02-25 20:24:48,Talking
2024-02-25 20:24:51,Talking
2024-02-25 20:24:54,Talking
2024-02-25 20:24:57,Talking
2024-02-25 20:25:00,Talking
2024-02-25 20:25:03,Talking
2024-02-25 20:25:06,Talking
2024-02-25 20:25:09,Talking
2024-02-25 20:25:12,Talking
2024-02-25 20:25:15,Talking
2024-02-25 20:25:18,Talking
2024-02-25 20:25:21,Talking
2024-02-25 20:25:24,Talking
2024-02-25 20:25:27,Talking
2024-02-25 20:25:30,Talking
2024-02-25 20:25:33,Talking
2024-02-25 20:25:36,Talking
2024-02-25 20:25:39,Talking
2024-02-25 20:25:42,Talking
2024-02-25 20:25:45,Talking
2024-02-25 20:25:48,Talking
2024-02-25 20:25:51,Talking
2024-02-25 20:25:54,Talking
2024-02-25 20:25:57,Talking
2024-02-25 20:26:00,Talking
2024-02-25 20:26:03,Talking
2024-02-25 20:26:06,Talking
2024-02-25 20:26:09,Talking
2024-02-25 20:26:12,Talking
2024-02-25 20:26:15,Talking
2024-02-25 20:26:18,Closed
2024-02-25 20:26:21,Talking
2024-02-25 20:26:24,Talking
2024-02-25 20:26:27,Talking
2024-02-25 20:26:30,Talking
2024-02-25 20:26:33,Talking
2024-02-25 20:26:36,Talking
2024-02-25 20:26:39,Talking
2024-02-25 20:26:42,Talking
2024-02-25 20:26:45,Closed
2024-02-25 20:26:48,Talking
2024-02-25 20:26:51,Talking
2024-02-25 20:26:54,Talking
2024-02-25 20:26:57,Talking
2024-02-25 20:27:00,Talking
2024-02-25 20:27:03,Talking
2024-02-25 20:27:06,Talking
2024-02-25 20:27:09,Talking
2024-02-25 20:27:12,Talking
2024-02-25 20:27:15,Talking
2024-02-25 20:27:18,Talking
2024-02-25 20:27:21,Closed
2024-02-25 20:27:24,Talking
2024-02-25 20:27:27,Talking
2024-02-25 20:27:30,Talking
2024-02-25 20:27:33,Talking
2024-02-25 20:27:36,Talking
2024-02-25 20:27:39,Talking
2024-02-25 20:27:42,Closed
2024-02-25 20:27:45,Talking
2024-02-25 20:27:48,Talking
2024-02-25 20:27:51,Talking
2024-02-25 20:27:54,Closed
2024-02-25 20:27:57,Talking
2024-02-25 20:28:00,Talking
2024-02-25 20:28:03,Talking
2024-02-25 20:28:06,Talking
2024-02-25 20:28:09,Talking
2024-02-25 20:28:12,Talking
2024-02-25 20:28:15,Talking
2024-02-25 20:28:18,Closed
2024-02-25 20:28:21,Closed
2024-02-25 20:28:24,Talking
2024-02-25 20:28:27,Talking
2024-02-25 20:28:30,Talking
2024-02-25 20:28:33,Talking
2024-02-25 20:28:36,Talking
2024-02-25 20:28:39,Closed
2024-02-25 20:28:42,Closed
2024-02-25 20:28:45,Closed
2024-02-25 20:28:48,Talking
2024-02-25 20:28:51,Talking
2024-02-25 20:28:54,Talking
2024-02-25 20:28:57,Talking
2024-02-25 20:29:00,Talking
2024-02-25 20:29:03,Talking
2024-02-25 20:29:06,Talking
2024-02-25 20:29:09,Talking
2024-02-25 20:29:12,Talking
2024-02-25 20:29:15,Talking
2024-02-25 20:29:18,Talking
2024-02-25 20:29:21,Talking
2024-02-25 20:29:24,Talking
2024-02-25 20:29:27,Talking
2024-02-25 20:29:30,Talking
2024-02-25 20:29:33,Talking
2024-02-25 20:29:36,Talking
2024-02-25 20:29:39,Talking
2024-02-25 20:29:42,Talking
2024-02-25 20:29:45,Talking
2024-02-25 20:29:48,Talking
2024-02-25 20:29:51,Talking
2024-02-25 20:29:54,Talking
2024-02-25 20:29:57,Talking
2024-02-25 20:30:00,Talking
2024-02-25 20:30:03,Talking
2024-02-25 20:30:06,Talking
2024-02-25 20:30:09,Closed
2024-02-25 20:30:12,Talking
2024-02-25 20:30:15,Talking
2024-02-25 20:30:18,Talking
2024-02-25 20:30:21,Talking
2024-02-25 20:30:24,Talking
2024-02-25 20:30:27,Talking
2024-02-25 20:30:30,Talking
2024-02-25 20:30:33,Talking
2024-02-25 20:30:36,Talking
2024-02-25 20:30:39,Talking
2024-02-25 20:30:42,Talking
2024-02-25 20:30:45,Talking
2024-02-25 20:30:48,Talking
2024-02-25 20:30:51,Talking
2024-02-25 20:30:54,Talking
2024-02-25 20:30:57,Talking
2024-02-25 20:31:00,Talking
2024-02-25 20:31:03,Talking
2024-02-25 20:31:06,Talking
2024-02-25 20:31:09,Talking
2024-02-25 20:31:12,Talking
2024-02-25 20:31:15,Talking
2024-02-25 20:31:18,Talking
2024-02-25 20:31:21,Closed
2024-02-25 20:31:24,Talking
2024-02-25 20:31:27,Talking
2024-02-25 20:31:30,Talking
2024-02-25 20:31:33,Talking
2024-02-25 20:31:36,Talking
2024-02-25 20:31:39,Talking
2024-02-25 20:31:42,Talking
2024-02-25 20:31:45,Talking
2024-02-25 20:31:48,Talking
2024-02-25 20:31:51,Talking
2024-02-25 20:31:54,Talking
2024-02-25 20:31:57,Talking
2024-02-25 20:32:00,Talking
2024-02-25 20:32:03,Talking
2024-02-25 20:32:06,Talking
2024-02-25 20:32:09,Talking
2024-02-25 20:32:12,Talking
2024-02-25 20:32:15,Talking
2024-02-25 20:32:18,Talking
2024-02-25 20:32:21,Talking
2024-02-25 20:32:24,Talking
2024-02-25 20:32:27,Talking
2024-02-25 20:32:30,Closed
2024-02-25 20:32:33,Talking
2024-02-25 20:32:36,Closed
2024-02-25 20:32:39,Closed
2024-02-25 20:32:42,Closed
2024-02-25 20:32:45,Talking
2024-02-25 20:32:48,Talking
2024-02-25 20:32:51,Talking
2024-02-25 20:32:54,Talking
2024-02-25 20:32:57,Talking
2024-02-25 20:33:00,Talking
2024-02-25 20:33:03,Talking
2024-02-25 20:33:06,Talking
2024-02-25 20:33:09,Talking
2024-02-25 20:33:12,Talking
2024-02-25 20:33:15,Talking
2024-02-25 20:33:18,Closed
2024-02-25 20:33:21,Talking
2024-02-25 20:33:24,Talking
2024-02-25 20:33:27,Closed
2024-02-25 20:33:30,Talking
2024-02-25 20:33:33,Talking
2024-02-25 20:33:36,Talking
2024-02-25 20:33:39,Talking
2024-02-25 20:33:42,Talking
2024-02-25 20:33:45,Talking
2024-02-25 20:33:48,Talking
2024-02-25 20:33:51,Talking
2024-02-25 20:33:54,Talking
2024-02-25 20:33:57,Talking
2024-02-25 20:34:00,Talking
2024-02-25 20:34:03,Talking
2024-02-25 20:34:06,Talking
2024-02-25 20:34:09,Talking
2024-02-25 20:34:12,Talking
2024-02-25 20:34:15,Talking
2024-02-25 20:34:18,Talking
2024-02-25 20:34:21,Talking
2024-02-25 20:34:24,Talking
2024-02-25 20:34:27,Talking
2024-02-25 20:34:30,Talking
2024-02-25 20:34:33,Talking
2024-02-25 20:34:36,Talking
2024-02-25 20:34:39,Talking
2024-02-25 20:34:42,Talking
2024-02-25 20:34:45,Talking
2024-02-25 20:34:48,Talking
2024-02-25 20:34:51,Talking
2024-02-25 20:34:54,Talking
2024-02-25 20:34:57,Talking
2024-02-25 20:35:00,Closed
2024-02-25 20:35:03,Closed
2024-02-25 20:35:06,Talking
2024-02-25 20:35:09,Talking
2024-02-25 20:35:12,Talking
2024-02-25 20:35:15,Talking
2024-02-25 20:35:18,Closed
2024-02-25 20:35:21,Closed
2024-02-25 20:35:24,Talking
2024-02-25 20:35:27,Talking
2024-02-25 20:35:30,Talking
2024-02-25 20:35:33,Talking
2024-02-25 20:35:36,Talking
2024-02-25 20:35:39,Talking
2024-02-25 20:35:42,Talking
2024-02-25 20:35:45,Closed
2024-02-25 20:35:48,Talking
2024-02-25 20:35:51,Talking
2024-02-25 20:35:54,Talking
2024-02-25 20:35:57,Closed
2024-02-25 20:36:00,Talking
2024-02-25 20:36:03,Talking
2024-02-25 20:36:06,Talking
2024-02-25 20:36:09,Talking
2024-02-25 20:36:12,Talking
2024-02-25 20:36:15,Closed
2024-02-25 20:36:18,Talking
2024-02-25 20:36:21,Talking
2024-02-25 20:36:24,Talking
2024-02-25 20:36:27,Talking
2024-02-25 20:36:30,Talking
2024-02-25 20:36:33,Talking
2024-02-25 20:36:36,Closed
2024-02-25 20:36:39,Talking
2024-02-25 20:36:42,Talking
2024-02-25 20:36:45,Talking
2024-02-25 20:36:48,Talking
2024-02-25 20:36:51,Talking
2024-02-25 20:36:54,Talking
2024-02-25 20:36:57,Talking
2024-02-25 20:37:00,Closed
2024-02-25 20:37:03,Closed
2024-02-25 20:37:06,Closed
2024-02-25 20:37:09,Closed
2024-02-25 20:37:12,Talking
2024-02-25 20:37:15,Closed
2024-02-25 20:37:18,Closed
2024-02-25 20:37:21,Closed
2024-02-25 20:37:24,Closed
2024-02-25 20:37:27,Talking
2024-02-25 20:37:30,Closed
2024-02-25 20:37:33,Talking
2024-02-25 20:37:36,Closed
2024-02-25 20:37:39,Closed
2024-02-25 20:37:42,Talking
2024-02-25 20:37:45,Closed
2024-02-25 20:37:48,Closed
2024-02-25 20:37:51,Closed
2024-02-25 20:37:54,Talking
2024-02-25 20:37:57,Talking
2024-02-25 20:38:00,Talking
2024-02-25 20:38:03,Talking
2024-02-25 20:38:06,Talking
2024-02-25 20:38:09,Talking
2024-02-25 20:38:12,Talking
2024-02-25 20:38:15,Closed
2024-02-25 20:38:18,Talking
2024-02-25 20:38:21,Talking
2024-02-25 20:38:24,Talking
2024-02-25 20:38:27,Closed
2024-02-25 20:38:30,Talking
2024-02-25 20:38:33,Talking
2024-02-25 20:38:36,Closed
2024-02-25 20:38:39,Closed
2024-02-25 20:38:42,Closed
2024-02-25 20:38:45,Closed
2024-02-25 20:38:48,Closed
2024-02-25 20:38:51,Closed
2024-02-25 20:38:54,Talking
2024-02-25 20:38:57,Talking
2024-02-25 20:39:00,Talking
2024-02-25 20:39:03,Talking
2024-02-25 20:39:06,Talking
2024-02-25 20:39:09,Talking
2024-02-25 20:39:12,Talking
2024-02-25 20:39:15,Talking
2024-02-25 20:39:18,Talking
2024-02-25 20:39:21,Talking
2024-02-25 20:39:24,Talking
2024-02-25 20:39:27,Talking
2024-02-25 20:39:30,Talking
2024-02-25 20:39:33,Talking
2024-02-25 20:39:36,Talking
2024-02-25 20:39:39,Talking
